use_static_covariates,use_covariates,use_encoders,sample_weight,input_chunk_length,hidden_size,ff_size,num_blocks,dropout,norm_type,batch_size,n_epochs,normalize_before,activation,optimizer,optimizer_kwargs.lr,optimizer_kwargs.weight_decay,WIS_1,WIS_2,WIS_3,WIS,WIS_std,error_flag,error_msg
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,800.7185411026655,634.0075819970846,540.2581354123283,658.3280861706928,107.7141925824622,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,803.6107107715536,663.2054548885881,584.0339255778842,683.616697079342,90.79631143324386,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,657.138151681591,732.5686493908788,548.2478043002915,645.9848684575871,75.66082332239148,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,664.054159074344,746.5025728862973,532.5852371407747,647.7139897004721,88.09240407848563,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,630.2313162484381,795.8628601364017,551.6555734589754,659.249916614605,101.78689860683166,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,688.2361987192836,684.3882880830904,634.3966879685548,669.0070582569764,24.52359275870574,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,659.681519418992,715.491728967097,505.1376663369429,626.7703049076773,88.97403721202427,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,619.53382106414,718.4069972147023,515.036401108913,617.6590731292519,83.03628062467855,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,571.8929921126613,624.6012264421073,629.6706196636818,608.7216127394835,26.123873626302426,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,574.3148891087047,632.1494201634735,625.0187801957518,610.4943631559767,25.747844742686514,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,573.1903502446897,634.2407416180757,623.287995496668,610.2396957864779,26.57669612907911,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,631.7495514889631,761.9800193929613,630.237491149521,674.6556873438151,61.75071285682822,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,628.2765433673469,740.8863179404416,610.1896015982924,659.7841543020269,57.821305622082654,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,624.4654207882132,745.8804617867556,629.1043553467306,666.4834126405666,56.1741250535709,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,645.2706827884215,730.2150097615577,732.4013877030403,702.6290267510066,40.568294506288275,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,694.3766330435236,701.2127940181175,673.2363823667222,689.6086031427877,11.908553902491416,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,677.0371314035818,715.7284040503956,839.0827821740942,743.9494392093571,69.09905138032997,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,535.3008601884632,586.0677224333612,614.0601805237402,578.4762543818548,32.598368316031575,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,521.3557828769264,594.1791320022907,613.9023624271138,576.4790924354436,39.801054400696096,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,546.9401184402333,589.0358492555187,614.033239405456,583.3364023670694,27.68554967655141,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,604.693161833611,631.0372694970846,584.2890628904623,606.6731647403859,19.13616147275429,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,614.9176824760517,613.075108027905,567.3282927686381,598.4403610908649,22.01241114484317,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,568.463516113078,641.3475891555603,592.163608782799,600.6582380171457,30.355022321270425,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,595.0634458298625,765.7669146970013,954.7874342721783,771.8725982663474,146.92015176981582,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,558.5939687890462,1203.8480893377762,1122.358017102249,961.6000250763572,286.90366446065275,False,
False,True,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,548.6761963765098,765.9773559194088,1037.4791646709705,784.044238988963,199.96148737737076,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,567.2019300551854,643.8977859485632,564.6835615368597,591.9277591802028,36.76273753613932,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,565.0811575905873,645.4637963348606,563.3719865420658,591.3056468225045,38.301951084945266,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,565.5099981778427,647.3862735578925,564.5769399468971,592.4910705608776,38.81863928130577,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,556.2860940753852,614.2469279727196,564.4027789202416,578.3119336561155,25.625026902339812,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,573.4259446584757,618.057882392753,555.4620034620991,582.315276837776,26.316359737125815,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,540.2550032538526,616.0031799250312,551.2685616670138,569.1755816152992,33.41599008282551,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,759.203441274469,456.3148910610163,607.5944853706789,607.7042725687214,123.65375719463188,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,654.5429069918783,456.5315891815911,585.1089250572679,565.3944737435792,82.0309502086113,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,703.282314530404,465.4167759527281,589.5464082673885,586.0818329168402,97.13909639440303,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,480.56705695543525,517.3695638536027,562.2790932163682,520.0719046751354,33.41348232788472,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,490.67202402644733,519.0085205383174,560.7071315337361,523.4625586995003,28.76465322631612,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,479.8174280247814,519.0353943669304,566.2250110630987,521.6926111516035,35.3257526686645,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,534.4494800343607,513.0319412484381,500.29447964389846,515.9253003088991,14.0930161878779,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,525.8375072886297,515.709198511037,514.5601086786755,518.7022714927807,5.067135565417754,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,539.3302483340275,500.2249416909621,513.0197829029571,517.5249909759822,16.279412903991787,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,657.3508376718034,488.07933582361517,568.8360185860058,571.4220640271415,69.12899082031608,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,619.0912859225324,511.3909028790087,549.469663291337,559.983950697626,44.59264368837059,False,
False,True,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,646.8742043679716,520.3203847355269,626.8362281341107,598.0102724125363,55.54079046572864,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,611.5871993440234,565.5940926957518,660.1197978706788,612.4336966368179,38.59459938863931,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,614.2846224229488,574.8323580018742,668.3116066222408,619.1428623490212,38.31704887767793,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,617.9144598604747,575.1281416597251,661.6174893273636,618.2200302825212,35.309789435372686,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,597.5820537015827,506.32545645043734,537.5948962671804,547.1674688064,37.865263274126825,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,597.7084080851728,513.5273635985006,542.5058732038734,551.2472149625156,34.91819348632653,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,593.3901382236569,498.77918927009574,545.2433674770929,545.8042316569486,38.626794171442896,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,629.0588650562266,605.2027384423158,678.9784203196585,637.7466746060669,30.738914914675,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,663.0839160766346,806.8153882496874,694.3103266867973,721.4032103377066,61.726289815872015,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,606.6916126093295,640.0353109381509,677.8496929664723,641.5255388379843,29.069269964729415,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,572.8990714806331,527.9820714025407,578.2630100739276,559.7147176523671,22.544971173495686,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,582.4133712515619,534.5643420710121,572.1068472771761,563.0281868665834,20.562084111594405,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,568.1353221314037,520.6652656445232,577.4754633486048,555.4253503748439,24.873106994417615,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,626.2204749323199,490.8183899937526,621.4517931330696,579.4968860197141,62.735379835174726,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,570.7813890045815,527.6493052374011,657.6051222147023,585.3452721522283,54.044479279035734,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,573.1052747553102,514.129056252603,670.369784074344,585.8680383607524,64.42027299281459,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,618.011702285506,581.2782633538109,996.1755898583924,731.8218518325698,187.52690560753516,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,594.5692147802998,614.0548600843398,996.6261094335694,735.0833947660698,185.10963650399654,False,
False,True,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,582.5526869012912,600.1629923729696,1225.6913580279052,802.8023457673886,299.1141011194089,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,700.9799260724697,613.8741003748438,655.7507347199082,656.8682537224073,35.569583018425575,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,703.029541467097,613.2995827259475,657.3340164254479,657.8877135394974,36.63419449360282,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,697.5427358392337,606.3802953196584,661.0520585172845,654.9916965587255,37.46281383516938,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,645.6804561901291,581.7683786703457,631.8214609798,619.7567652800916,27.451242533731502,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,625.1318618544357,596.7830444346107,635.2595267596835,619.0581443495767,16.284500939534144,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,641.3977665556018,604.9058756768014,617.1165440181175,621.1400620835069,15.166982740906985,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,551.6416551697209,592.4192686640982,585.8112037952936,576.6240425430377,17.87001938966345,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,552.7628158840067,611.1619473656809,566.3221203404831,576.7489611967236,24.95534541448641,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,583.6255207465639,597.1077942784257,611.3076304144107,597.3469818131334,11.302439468930125,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,628.2458302530197,612.043210250937,608.5545564348188,616.2811989795917,8.579315337639903,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,624.96262182424,642.4256611828405,613.3875590899626,626.9252806990144,11.935712956868784,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,631.3782818356934,603.8275199135777,601.1948115368596,612.1335377620436,13.650468104169459,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,564.1877953196584,604.4214508277801,617.0206028738027,595.209949673747,22.53094470051316,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,534.9839795918367,586.5756154987505,629.1613916076634,583.5736622327503,38.50632005319068,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,541.1593949135777,558.8284683465224,604.5985961578509,568.1954864726504,26.732487539312622,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,962.3372052009579,673.8260996720118,643.9051089389837,760.0228046039844,143.57844299266276,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,609.2028713296543,589.7607485162432,615.3073941847148,604.7570046768707,10.89287455016225,False,
False,True,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,576.0763798937943,722.4822737921701,652.7776513692212,650.4454350183952,59.792702268620886,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,574.3041352561432,694.4417978186174,535.0321859381507,601.2593730043037,67.81246061265902,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,595.2000273323616,691.2834952884215,534.9800825177009,607.1545350461614,64.36806610917682,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,588.8102846470222,696.8364365108289,543.8159745939192,609.8208985839234,64.21266679204984,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,683.5006697730113,642.9947032486465,569.6007919877135,632.0320550031238,47.14113760678488,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,688.1462899573096,647.8016437161598,543.780038135152,626.5759906028738,60.818308256964926,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,667.0490152540608,656.6786258329863,540.7067480997501,621.4781297289325,57.27069239964094,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,657.1760712984175,674.5621621199499,609.752610500833,647.1636146397335,27.38924924764292,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,562.5093427217827,653.0404731101625,735.1581847407331,650.2360001908927,70.51148589124712,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,543.7878032590587,626.3907132444816,618.7628348865056,596.313783796682,37.271795463773984,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,750.6059445283215,556.8794873229904,611.3606860422741,639.6153726311953,81.5729961078251,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,783.4093817680134,553.6140148635985,605.8214612401082,647.6149526239067,98.35818760774112,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,763.1036844023325,567.6079245626822,591.340407902957,640.6840056226573,87.10430913857729,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,686.0088739067056,528.4948992607248,554.395954029571,589.6332423990006,68.96333770401208,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,640.038048729696,507.8948460276968,556.7276554039984,568.2201833871304,54.55587444487664,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,647.4822118388172,496.78651655560174,548.5290342565597,564.2659208836595,62.51951879084684,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,514.8444659777176,541.7823232507288,619.0234878696376,558.550092366028,44.152657235378804,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,505.0277734537693,556.4367439348188,615.5684915139525,559.0110029675135,45.16475539245754,False,
False,True,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,511.1826828665139,556.8887939920867,658.6450066378592,575.5721611654866,61.63378613343671,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,705.4422757444815,625.3574291961683,570.3890450593503,633.7295833333334,55.452162586594426,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,725.2222357871722,628.584805679925,566.9291101364015,640.2453838678329,65.14678411008943,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,714.5671597771762,631.8269394262807,568.3009136817992,638.231670961752,59.884439415925314,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,480.5934286495211,687.2462960745523,543.4133392336528,570.4176879859087,86.49962636681148,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,474.5439424979175,698.3756141972095,539.3826311953353,570.7673959634875,94.03512431919289,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,494.18248294981265,681.8884613182008,538.1923635985006,571.4211026221714,80.1519199255841,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,500.99133407955014,567.5313749479384,440.4354197469805,502.9860429248229,51.90587381433199,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,487.2075756195336,639.3423777852978,463.953061484798,530.1676716298765,77.77973367145026,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,481.1952774885464,569.7614936484798,461.9426983548522,504.29982316395945,46.950954394223835,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,509.5414706112037,531.6891631091213,567.5160850947522,536.2489062716924,23.886640958361042,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,507.79980437838395,531.7581234381507,574.5644520512286,538.0407932892545,27.616221079445875,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,502.99511648792173,526.1393928311121,565.6875071584757,531.6073388258366,25.8844584908687,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,492.16615225426915,566.7549893273637,627.5454207882133,562.1555207899487,55.36396493699033,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,517.3706813567264,533.7215583350687,633.0105026551436,561.3675807823129,51.09709049347532,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,489.61230060391506,592.9864745158267,654.9601552738443,579.1863101311953,68.20465117946696,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,780.8963090899624,681.0045671074552,854.0900200437318,771.9969654137163,70.9414887680449,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,580.5174193044564,843.9124530143691,535.0190587255311,653.1496436814522,136.16255548004034,False,
False,True,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,591.4250137963348,686.9525298052895,649.9821204706374,642.7865546907539,39.329452101275145,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,521.9679991409829,621.9046056330695,602.115435625781,581.9960134666111,43.20821442197238,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,513.7093735683048,616.2136618856728,618.7866238025823,582.9032197521866,48.938711981044804,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,530.3522009058726,622.6931955435235,622.4904461682632,591.8452808725532,43.48225262233408,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,575.609965639317,604.9237160297793,518.8485663525615,566.4607493405525,35.73060282307069,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,560.7923218190338,600.8054166232821,566.7436773740109,576.113805272109,17.627845615644166,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,558.2919387755103,588.6343053675553,544.171143273636,563.6991291389005,18.550318533958585,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,688.9331252603082,683.4972693669306,613.6331900770513,662.02119490143,34.287377565575234,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,692.2353246043315,636.6013029727197,609.1342113962932,645.9902796577816,34.5693835303078,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,669.0953061224491,694.871675473761,641.7714104800083,668.5794640254062,21.6811608761078,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,689.7461885672637,609.2078381403581,633.4158936380675,644.1233067818964,33.74011454778265,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,693.618233027905,618.7137199344024,626.236669226364,646.1895407295572,33.67748339133907,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,708.1714103498542,591.1172606466056,631.0605319398168,643.4497343120921,48.583520815557286,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,781.5207636141191,643.4187787640566,679.0180919408579,701.3192114396779,58.543684561514766,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,742.6731067784257,637.2631850010413,687.5659821428571,689.1674246407747,43.048316775720565,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,759.4569085797585,683.2714297428156,714.1791450177009,718.9691611134249,31.286471912010597,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,688.6368567784256,621.2036277852977,498.05243297063726,602.6309725114535,78.90632966785135,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,702.3325579185756,592.0348471990837,541.5903321532695,611.9859124236431,67.12202588664977,False,
False,True,True,no-covid,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,730.9067711370262,642.5342041076636,476.02971912744687,616.490231457379,105.67022379027449,False,
False,True,True,no-covid,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,514.3517924822992,640.3177609589754,537.7542663213244,564.1412732541997,54.70564812231278,False,
